,PC1,PC2,CLUSTERS
17262,-18.79944412056887,3.622399277365568,A
28548,-20.76412542574299,1.8793660818601485,A
66743,52.37934855707413,0.8925183564266141,C
54920,25.39858596310809,-0.07984623773097597,D
43216,-15.6861835127366,-0.8689150903018446,E
62729,3.391422509095694,-1.1940696546743998,B
98652,34.393505193499045,-0.699707895713833,D
47077,-7.699966767742875,0.13915668692097605,B
87159,2.3692712151570983,-1.1497931775774184,B
13899,-14.72800560984032,0.4345316886044666,E
60188,32.4137783878936,-0.6982719931734702,D
64872,54.36199380798909,0.8966240796638163,C
39833,-20.755087111276943,1.349896313266432,A
88339,-1.629830428150737,-0.9135870000168665,B
93841,-5.632567586784901,-1.627092332942768,B
66650,15.36587650785335,0.30292704043725627,D
35950,-20.744400753166396,0.9478765801875169,A
17881,-19.692438766615023,-0.8305690224400356,E
51819,-7.604225152410055,-1.6142125453776184,B
51612,171.53671635865888,3.464321024350991,C
62006,-4.639943697275376,-0.8922514712683837,B
5915,-12.713663410581484,0.033999016051958535,E
11048,-20.71546486009043,0.11592452721388383,E
72436,33.42900620471186,-1.55731879210288,D
95726,-9.61937745573393,-2.1595820965383075,B
14130,-19.697953688039462,-0.5983726763289489,E
58070,5.366936515002656,-0.9006330010529031,B
23344,-20.703238789772158,-0.8475152629106653,E
73426,57.385963180294766,1.007846597219489,C
64232,11.371864567727334,0.13765589953491622,D
75827,16.45191767090789,-1.3082176455971783,D
78256,4.384151626643923,-0.9807630568084666,B
34584,-13.73578808051927,0.6619669833414265,E
3241,-18.74421571659558,0.9510778312910239,E
51395,12.373290103387383,-0.7437469420072563,D
89787,2.3678153739290746,-1.5679354608164517,B
57029,125.44807134096004,2.3718814541197126,C
16246,-7.733103170482148,1.4266919869414518,B
25877,-6.686046059958925,-0.7417979468378634,B
22527,-7.651150233968585,-1.1776121712372087,B
81239,19.37513185550254,0.16835394473633777,D
36665,-20.791081203362268,2.9897390732488613,A
46754,-20.717675851727172,-0.6758760955192381,E
17574,-20.761505107965856,1.6665493668046596,A
98204,-2.6334652847167552,-0.8199430947655091,B
21502,-19.691822184263255,-1.0200632434799801,E
43544,-20.726906021618,0.06121702449459562,E
48104,-17.68775445471491,-1.43376676812532,E
56335,89.37262702841277,1.514243883896139,C
35945,-20.73891595005331,0.5744405051001191,E
17309,-16.722249999041377,0.4865664742482742,E
24736,-20.698116686993853,-0.9407278964986397,E
10680,-9.697572324719827,-0.1946953532822809,B
53155,20.39833193811247,-0.06080457655703235,D
50198,8.370794717318168,-1.4328236967667745,D
61789,14.524761349762832,-2.178355122179526,D
3014,-18.744422694946365,0.8844333063428563,E
49565,15.43383729912261,-1.3121041286416855,D
57348,-2.6058320768931447,-1.7834383476822668,B
15148,-17.716286330996315,0.061222853494471076,E
71089,-3.6293196511973274,-1.3842023162257717,B
22784,-20.741159068113245,0.9953100988810555,A
50683,44.390969008931656,-0.01783882390196666,C
24421,-20.747489972888935,1.1803286830776778,A
58252,-1.638134730446457,-1.1712097574537579,B
97242,1.3814273580616672,-1.8367439091901199,B
61224,55.36745856310538,1.2576963435067348,C
5791,-19.748421287360166,0.7818288680433634,E
42174,-17.762294087684076,1.7769693292027002,E
18918,-19.755291252671586,2.1376726603813316,A
98566,43.37865691524973,0.1770602552768927,C
90320,-6.64608288561782,-0.7481651983044347,B
29298,-20.788371977688925,2.745445642812973,A
5167,-12.717150529101392,0.020302862913939766,E
54244,0.3785914992296353,-1.5549025437239425,B
53551,4.364871075030229,-0.9645266909481018,B
29975,-20.760757057503398,2.2066855981917763,A
66101,-8.63459971376394,-1.3840473064272913,B
96653,2.4039300481881116,-1.0069943228830127,B
18510,-5.722690840803718,0.8141342551718213,B
97590,15.368044358739969,-0.6353249104329134,D
19176,-20.72602054738179,0.043584884895328135,E
22009,-20.76050629264043,1.7703456451702886,A
6424,-16.708095373107707,-0.0122952130216053,E
7898,-18.749744376525644,1.9763388750916384,A
30416,-13.694623494576113,-0.9214015005285767,E
59069,98.30274895838697,1.9735074648241322,C
34177,-19.76149728548297,2.3257234973126018,A
28232,-20.691040091222973,-1.4844229039145287,E
41273,-20.796184719792176,3.277158579265239,A
36671,-20.7936694575042,2.850043320031397,A
82973,-2.631821007895884,-1.3885829572100892,B
74429,-3.654085990024037,-0.7324977295941,B
92673,14.378718411771752,0.5103390516056043,D
16920,-17.769444167992276,3.067770639413267,A
9002,-1.6751222659193947,-0.45933590876509933,B
5050,-19.687325558407306,-1.6086993526712656,E
93207,-1.6332931976881977,-0.8429506210617944,B
2795,-20.72527030100513,-0.3917133801347472,E
70117,6.369958316839822,-0.6325542070506733,B
18935,-20.723733675592605,0.25178015570737344,E
54166,-3.6021833357918354,-1.5255113936236484,B
95757,7.357232302935096,-0.20569007340538425,B
96856,21.401156761491443,-1.5863000605680753,D
30238,-19.784726039922436,3.0255965701514556,A
85679,2.3607043409129433,-1.3620831416545642,B
95972,35.491427369108834,-0.402446462379987,C
13747,-20.703425863337067,-0.1465094082151678,E
91861,-4.629675423511388,-1.3585611183331001,B
6432,-15.682280845590107,-0.8388566735969476,E
22567,-20.706438066506557,-0.703743313778826,E
26211,-4.702081945041799,0.3113176424962216,B
39333,-19.762101343031233,2.2964448527116095,A
77043,1.364647875206215,-0.9104678814316628,B
90628,0.3473117006869756,-0.29271240866922144,B
43307,-20.796366360842722,3.3356148602975146,A
96979,-8.622336636204409,-1.4723094547487174,B
88149,-3.6005809342074526,-1.2034991652667764,B
92342,24.405847695436957,-0.10339963032168563,D
5758,-13.720431438980556,0.006197854963609972,E
5693,-20.689755851324357,-1.775866173858995,E
3226,-18.689311789504547,-1.4507178883573182,E
66032,-3.59395335239686,-1.412790648048575,B
66886,-6.639483684779107,-1.0393666701371438,B
96646,45.48158679732473,-0.15641668686074567,C
